symbol,timestamp,open,close
AAPL,2024-06-26T11:06:07.147Z,209.15,209.07
AAPL,2024-06-26T11:45:58.720Z,209.15,209.07
AAPL,2024-06-27T03:49:44.076Z,211.5,213.25
AAPL,2024-06-27T03:53:57.529Z,211.5,213.25
AAPL,2024-06-27T03:54:17.243Z,211.5,213.25
AAPL,2024-06-27T03:56:21.934Z,211.5,213.25
GOOG,2024-06-28T11:53:48.688Z,187.5,185.45
